FIPS Code,County Name,State,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent adults fully vaccinated against COVID-19 (as of 6/10/21),Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Geographical Point,State Code
29221,"Washington County, Missouri",MISSOURI,0.1638,0.2274,0.0985,0.79,High Vulnerability,0.86,Very High Concern,0.254,0.0139,0.0011,0.0021,0.0213,0.0029,0.9424,POINT (-92.477244 38.3675),MO
29129,"Mercer County, Missouri",MISSOURI,0.1482,0.2059,0.09,0.3,Low Vulnerability,0.76,High Concern,0.305,0.0231,0,0.0047,0.0055,0,0.9575,POINT (-92.477244 38.3675),MO
29163,"Pike County, Missouri",MISSOURI,0.1539,0.2112,0.0923,0.54,Moderate Vulnerability,0.88,Very High Concern,0.319,0.0225,0.003,0.0035,0.0725,0.0008,0.8806,POINT (-92.477244 38.3675),MO
29061,"Daviess County, Missouri",MISSOURI,0.1482,0.2059,0.09,0.47,Moderate Vulnerability,0.84,Very High Concern,0.279,0.0157,0.0055,0.0018,0.006,0.0011,0.9593,POINT (-92.477244 38.3675),MO
30053,"Lincoln County, Montana",MONTANA,0.2461,0.291,0.1669,0.42,Moderate Vulnerability,0.35,Low Concern,0.302,0.0313,0.0124,0.004,0.002,0.0024,0.9262,POINT (-109.645127 47.033521),MT
29091,"Howell County, Missouri",MISSOURI,0.1646,0.2288,0.1006,0.67,High Vulnerability,0.67,High Concern,0.215,0.0213,0.0117,0.0065,0.0022,0,0.9428,POINT (-92.477244 38.3675),MO
29051,"Cole County, Missouri",MISSOURI,0.142,0.1935,0.0846,0.26,Low Vulnerability,0.45,Moderate Concern,0.462,0.0284,0.0035,0.0153,0.1166,0.0001,0.816,POINT (-92.477244 38.3675),MO
29173,"Ralls County, Missouri",MISSOURI,0.1464,0.2059,0.0878,0.1,Very Low Vulnerability,0.6,High Concern,0.25,0.0125,0.0056,0.0058,0.0125,0,0.9546,POINT (-92.477244 38.3675),MO
30085,"Roosevelt County, Montana",MONTANA,0.2639,0.3131,0.1799,0.89,Very High Vulnerability,0.76,High Concern,0.514,0.0396,0.5611,0.006,0.0021,0,0.3435,POINT (-109.645127 47.033521),MT
29115,"Linn County, Missouri",MISSOURI,0.1482,0.2059,0.09,0.27,Low Vulnerability,0.65,High Concern,0.396,0.0242,0.0026,0.0035,0.0047,0.0007,0.9482,POINT (-92.477244 38.3675),MO
29229,"Wright County, Missouri",MISSOURI,0.1646,0.2288,0.1006,0.9,Very High Vulnerability,0.86,Very High Concern,0.278,0.0189,0.0034,0.0025,0.0053,0.0015,0.95,POINT (-92.477244 38.3675),MO
29205,"Shelby County, Missouri",MISSOURI,0.1464,0.2059,0.0878,0.4,Low Vulnerability,0.7,High Concern,0.434,0.0171,0.0022,0.0027,0.0161,0,0.9521,POINT (-92.477244 38.3675),MO
30007,"Broadwater County, Montana",MONTANA,0.2268,0.2694,0.1537,0.04,Very Low Vulnerability,0.2,Low Concern,0.285,0.0279,0.0039,0,0.0008,0,0.944,POINT (-109.645127 47.033521),MT
29109,"Lawrence County, Missouri",MISSOURI,0.1576,0.218,0.0958,0.79,High Vulnerability,0.83,Very High Concern,0.292,0.0745,0.0082,0.0004,0.0048,0.0016,0.891,POINT (-92.477244 38.3675),MO
29081,"Harrison County, Missouri",MISSOURI,0.1482,0.2059,0.09,0.74,High Vulnerability,0.76,High Concern,0.309,0.023,0.0067,0.002,0.0052,0.0004,0.9514,POINT (-92.477244 38.3675),MO
29139,"Montgomery County, Missouri",MISSOURI,0.1539,0.2112,0.0923,0.53,Moderate Vulnerability,0.73,High Concern,0.406,0.0196,0.0003,0.0025,0.0143,0.0006,0.9405,POINT (-92.477244 38.3675),MO
30027,"Fergus County, Montana",MONTANA,0.267,0.3233,0.1824,0.24,Low Vulnerability,0.24,Low Concern,0.404,0.0093,0.0139,0.0059,0.0013,0.0186,0.9406,POINT (-109.645127 47.033521),MT
30077,"Powell County, Montana",MONTANA,0.2268,0.2694,0.1537,0.25,Low Vulnerability,0.41,Moderate Concern,0.376,0.0174,0.0449,0.0038,0.0093,0,0.8938,POINT (-109.645127 47.033521),MT
29075,"Gentry County, Missouri",MISSOURI,0.1482,0.2059,0.09,0.44,Moderate Vulnerability,0.65,High Concern,0.397,0.0162,0.0029,0.0054,0.0059,0.0006,0.9595,POINT (-92.477244 38.3675),MO
29045,"Clark County, Missouri",MISSOURI,0.1464,0.2059,0.0878,0.34,Low Vulnerability,0.8,High Concern,0.244,0.006,0.0027,0.0102,0.0031,0,0.9692,POINT (-92.477244 38.3675),MO
29179,"Reynolds County, Missouri",MISSOURI,0.1666,0.2322,0.101,0.56,Moderate Vulnerability,0.76,High Concern,0.173,0.0079,0.0035,0.003,0.0203,0.0021,0.9374,POINT (-92.477244 38.3675),MO
30037,"Golden Valley County, Montana",MONTANA,0.2639,0.3131,0.1799,0.05,Very Low Vulnerability,0.45,Moderate Concern,0.416,0.0673,0,0,0,0,0.8956,POINT (-109.645127 47.033521),MT
29145,"Newton County, Missouri",MISSOURI,0.1574,0.2191,0.0944,0.43,Moderate Vulnerability,0.67,High Concern,0.197,0.0532,0.0233,0.0143,0.0087,0.0099,0.8611,POINT (-92.477244 38.3675),MO
29195,"Saline County, Missouri",MISSOURI,0.1512,0.211,0.0903,0.82,Very High Vulnerability,0.76,High Concern,0.404,0.1019,0.0025,0.0081,0.0479,0.0106,0.8027,POINT (-92.477244 38.3675),MO
29101,"Johnson County, Missouri",MISSOURI,0.1441,0.2003,0.0858,0.35,Low Vulnerability,0.7,High Concern,0.313,0.0439,0.004,0.0168,0.0428,0.0029,0.8576,POINT (-92.477244 38.3675),MO
30091,"Sheridan County, Montana",MONTANA,0.2639,0.3131,0.1799,0.09,Very Low Vulnerability,0.17,Very Low Concern,0.453,0.0379,0.0103,0.0026,0,0,0.9107,POINT (-109.645127 47.033521),MT
29089,"Howard County, Missouri",MISSOURI,0.1512,0.211,0.0903,0.4,Moderate Vulnerability,0.59,Moderate Concern,0.377,0.0157,0.0083,0.0036,0.0583,0,0.9055,POINT (-92.477244 38.3675),MO
29131,"Miller County, Missouri",MISSOURI,0.1544,0.2185,0.094,0.5,Moderate Vulnerability,0.6,High Concern,0.258,0.0194,0.0124,0.0048,0.0025,0,0.9483,POINT (-92.477244 38.3675),MO
29067,"Douglas County, Missouri",MISSOURI,0.1646,0.2288,0.1006,0.52,Moderate Vulnerability,0.74,High Concern,0.178,0.0086,0.005,0.0008,0.0023,0,0.98,POINT (-92.477244 38.3675),MO
30013,"Cascade County, Montana",MONTANA,0.267,0.3233,0.1824,0.41,Moderate Vulnerability,0.33,Low Concern,0.472,0.0451,0.0417,0.0068,0.0129,0.0008,0.8522,POINT (-109.645127 47.033521),MT
29037,"Cass County, Missouri",MISSOURI,0.1425,0.1941,0.0845,0.12,Very Low Vulnerability,0.47,Moderate Concern,0.419,0.0438,0.005,0.0077,0.0398,0.0013,0.8797,POINT (-92.477244 38.3675),MO
30051,"Liberty County, Montana",MONTANA,0.267,0.3233,0.1824,0.41,Moderate Vulnerability,0.54,Moderate Concern,0.32,0.0123,0,0,0,0,0.983,POINT (-109.645127 47.033521),MT
30071,"Phillips County, Montana",MONTANA,0.2639,0.3131,0.1799,0.41,Moderate Vulnerability,0.35,Low Concern,0.392,0.028,0.092,0.0029,0,0,0.8381,POINT (-109.645127 47.033521),MT
29186,"Ste. Genevieve County, Missouri",MISSOURI,0.1638,0.2274,0.0985,0.19,Very Low Vulnerability,0.67,High Concern,0.387,0.0118,0,0.0057,0.0196,0,0.9566,POINT (-92.477244 38.3675),MO
29219,"Warren County, Missouri",MISSOURI,0.1539,0.2112,0.0923,0.38,Low Vulnerability,0.53,Moderate Concern,0.359,0.034,0.003,0.005,0.02,0.0005,0.9167,POINT (-92.477244 38.3675),MO
30061,"Mineral County, Montana",MONTANA,0.2397,0.2895,0.1622,0.56,Moderate Vulnerability,0.35,Low Concern,0.468,0.0132,0.0268,0.0085,0.008,0,0.9141,POINT (-109.645127 47.033521),MT
29123,"Madison County, Missouri",MISSOURI,0.1666,0.2322,0.101,0.48,Moderate Vulnerability,0.84,Very High Concern,0.297,0.0236,0.0021,0.0057,0.0076,0,0.9464,POINT (-92.477244 38.3675),MO
29059,"Dallas County, Missouri",MISSOURI,0.1567,0.2204,0.0948,0.7,High Vulnerability,0.89,Very High Concern,0.268,0.0209,0.0124,0.0055,0.0003,0,0.9456,POINT (-92.477244 38.3675),MO
29165,"Platte County, Missouri",MISSOURI,0.1228,0.166,0.0722,0.1,Very Low Vulnerability,0.31,Low Concern,0.458,0.0604,0.0012,0.027,0.0669,0.0044,0.8101,POINT (-92.477244 38.3675),MO
29153,"Ozark County, Missouri",MISSOURI,0.1646,0.2288,0.1006,0.58,Moderate Vulnerability,0.83,Very High Concern,0.22,0.018,0.0091,0.0051,0.0007,0,0.9529,POINT (-92.477244 38.3675),MO
29211,"Sullivan County, Missouri",MISSOURI,0.1482,0.2059,0.09,0.63,High Vulnerability,0.8,Very High Concern,0.356,0.183,0.0131,0.001,0.0227,0.0014,0.7679,POINT (-92.477244 38.3675),MO
30021,"Dawson County, Montana",MONTANA,0.2639,0.3131,0.1799,0.08,Very Low Vulnerability,0.21,Low Concern,0.358,0.0312,0.023,0.0024,0.0078,0,0.9226,POINT (-109.645127 47.033521),MT
30043,"Jefferson County, Montana",MONTANA,0.2268,0.2694,0.1537,0.05,Very Low Vulnerability,0.11,Very Low Concern,0.443,0.0256,0.0105,0.0005,0.0038,0,0.9266,POINT (-109.645127 47.033521),MT
29197,"Schuyler County, Missouri",MISSOURI,0.1464,0.2059,0.0878,0.38,Low Vulnerability,0.74,High Concern,0.244,0.0167,0,0.0026,0.0046,0,0.969,POINT (-92.477244 38.3675),MO
29510,"St. Louis city, Missouri",MISSOURI,0.1209,0.1818,0.0697,0.78,High Vulnerability,0.78,High Concern,0.416,0.0402,0.002,0.0334,0.4623,0.0005,0.4364,POINT (-92.477244 38.3675),MO
31121,"Merrick County, Nebraska",NEBRASKA,0.0903,0.138,0.0558,0.2,Very Low Vulnerability,0.37,Low Concern,0.385,0.0448,0.0001,0.0044,0.0046,0,0.9249,POINT (-99.810595 41.527099),NE
34019,"Hunterdon County, New Jersey",NEW JERSEY,0.042,0.0871,0.0292,0.03,Very Low Vulnerability,0.03,Very Low Concern,0.617,0.0654,0.0002,0.0411,0.024,0.0004,0.8553,POINT (-74.655514 40.110253),NJ
31185,"York County, Nebraska",NEBRASKA,0.0891,0.1354,0.0555,0.18,Very Low Vulnerability,0.11,Very Low Concern,0.482,0.0516,0.0048,0.0042,0.0156,0,0.9053,POINT (-99.810595 41.527099),NE
30095,"Stillwater County, Montana",MONTANA,0.2195,0.2623,0.146,0.04,Very Low Vulnerability,0.28,Low Concern,0.398,0.0395,0.0098,0.0034,0.0008,0,0.9278,POINT (-109.645127 47.033521),MT
32029,"Storey County, Nevada",NEVADA,0.1233,0.1958,0.0662,0.07,Very Low Vulnerability,0.59,Moderate Concern,0.164,0.0323,0.0035,0.0093,0.0168,0,0.846,POINT (-114.916992 39.283294),NV
30105,"Valley County, Montana",MONTANA,0.2639,0.3131,0.1799,0.12,Very Low Vulnerability,0.16,Very Low Concern,0.407,0.0272,0.0843,0.0021,0.0039,0.0015,0.845,POINT (-109.645127 47.033521),MT
33003,"Carroll County, New Hampshire",NEW HAMPSHIRE,0.1028,0.1274,0.0678,0.06,Very Low Vulnerability,0.07,Very Low Concern,0.63,0.0148,0.0006,0.0068,0.0047,0.0002,0.9583,POINT (-71.57139 43.680429),NH
31003,"Antelope County, Nebraska",NEBRASKA,0.0848,0.1288,0.0521,0.1,Very Low Vulnerability,0.15,Very Low Concern,0.363,0.0331,0.0009,0.0024,0.0091,0,0.9511,POINT (-99.810595 41.527099),NE
31095,"Jefferson County, Nebraska",NEBRASKA,0.0891,0.1354,0.0555,0.22,Low Vulnerability,0.29,Low Concern,0.517,0.0427,0.0001,0.0021,0.0063,0,0.9346,POINT (-99.810595 41.527099),NE
34027,"Morris County, New Jersey",NEW JERSEY,0.0397,0.084,0.0271,0.12,Very Low Vulnerability,0.02,Very Low Concern,0.714,0.1331,0.0006,0.1026,0.0318,0.0001,0.7139,POINT (-74.655514 40.110253),NJ
31087,"Hitchcock County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.19,Very Low Vulnerability,0.4,Low Concern,0.305,0.0053,0.0011,0,0.0007,0,0.9915,POINT (-99.810595 41.527099),NE
31011,"Boone County, Nebraska",NEBRASKA,0.0848,0.1288,0.0521,0.03,Very Low Vulnerability,0.09,Very Low Concern,0.506,0.0218,0.0004,0.0055,0.0032,0.0006,0.9636,POINT (-99.810595 41.527099),NE
32017,"Lincoln County, Nevada",NEVADA,0.139,0.2226,0.0755,0.42,Moderate Vulnerability,0.87,Very High Concern,0.33,0.0689,0.0073,0.0089,0.038,0,0.8695,POINT (-114.916992 39.283294),NV
33013,"Merrimack County, New Hampshire",NEW HAMPSHIRE,0.1037,0.1282,0.0687,0.15,Very Low Vulnerability,0.03,Very Low Concern,0.655,0.0216,0.0025,0.0209,0.0136,0.0001,0.9242,POINT (-71.57139 43.680429),NH
31023,"Butler County, Nebraska",NEBRASKA,0.0891,0.1354,0.0555,0.12,Very Low Vulnerability,0.11,Very Low Concern,0.497,0.0357,0.0042,0.0035,0.0015,0,0.9442,POINT (-99.810595 41.527099),NE
34007,"Camden County, New Jersey",NEW JERSEY,0.0538,0.1199,0.0359,0.61,High Vulnerability,0.15,Very Low Concern,0.591,0.1677,0.0008,0.0571,0.1826,0.0002,0.5667,POINT (-74.655514 40.110253),NJ
34009,"Cape May County, New Jersey",NEW JERSEY,0.0558,0.1206,0.0383,0.34,Low Vulnerability,0.08,Very Low Concern,0.673,0.0768,0.0002,0.0092,0.0443,0,0.8527,POINT (-74.655514 40.110253),NJ
31075,"Grant County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.13,Very Low Vulnerability,0.3,Low Concern,0.149,0.0125,0,0,0.0083,0,0.9571,POINT (-99.810595 41.527099),NE
31097,"Johnson County, Nebraska",NEBRASKA,0.0891,0.1354,0.0555,0.58,Moderate Vulnerability,0.43,Moderate Concern,0.489,0.1021,0.0066,0.0157,0.0606,0,0.8039,POINT (-99.810595 41.527099),NE
32009,"Esmeralda County, Nevada",NEVADA,0.139,0.2226,0.0755,0.64,High Vulnerability,0.98,Very High Concern,0.352,0.1579,0.0165,0,0.0258,0,0.7988,POINT (-114.916992 39.283294),NV
33005,"Cheshire County, New Hampshire",NEW HAMPSHIRE,0.1083,0.1358,0.0704,0.14,Very Low Vulnerability,0.11,Very Low Concern,0.584,0.0185,0.0017,0.0126,0.0073,0.0005,0.941,POINT (-71.57139 43.680429),NH
34037,"Sussex County, New Jersey",NEW JERSEY,0.0478,0.099,0.0328,0.02,Very Low Vulnerability,0.06,Very Low Concern,0.581,0.0821,0.0001,0.0204,0.0211,0,0.8629,POINT (-74.655514 40.110253),NJ
31105,"Kimball County, Nebraska",NEBRASKA,0.0842,0.1287,0.0516,0.56,Moderate Vulnerability,0.35,Low Concern,0.326,0.0955,0.0069,0.0033,0.0008,0,0.8621,POINT (-99.810595 41.527099),NE
32031,"Washoe County, Nevada",NEVADA,0.1107,0.1775,0.0582,0.53,Moderate Vulnerability,0.69,High Concern,0.568,0.2444,0.0136,0.0522,0.0215,0.006,0.6308,POINT (-114.916992 39.283294),NV
30097,"Sweet Grass County, Montana",MONTANA,0.2195,0.2623,0.146,0.01,Very Low Vulnerability,0.2,Low Concern,0.375,0.0226,0.0098,0.0027,0,0,0.9411,POINT (-109.645127 47.033521),MT
30107,"Wheatland County, Montana",MONTANA,0.267,0.3233,0.1824,0.54,Moderate Vulnerability,0.57,Moderate Concern,0.328,0.0313,0.014,0.0033,0,0,0.9337,POINT (-109.645127 47.033521),MT
31103,"Keya Paha County, Nebraska",NEBRASKA,0.0842,0.1287,0.0516,0,Very Low Vulnerability,0.19,Very Low Concern,0.267,0.0092,0,0,0,0,0.9855,POINT (-99.810595 41.527099),NE
32033,"White Pine County, Nevada",NEVADA,0.139,0.2226,0.0755,0.37,Low Vulnerability,0.63,High Concern,0.469,0.1617,0.0493,0.009,0.0561,0.0012,0.7159,POINT (-114.916992 39.283294),NV
32001,"Churchill County, Nevada",NEVADA,0.139,0.2226,0.0755,0.6,High Vulnerability,0.72,High Concern,0.386,0.1392,0.038,0.0279,0.0244,0.0007,0.7322,POINT (-114.916992 39.283294),NV
31123,"Morrill County, Nebraska",NEBRASKA,0.0842,0.1287,0.0516,0.42,Moderate Vulnerability,0.29,Low Concern,0.321,0.1542,0.005,0.0048,0.0077,0,0.8176,POINT (-99.810595 41.527099),NE
31025,"Cass County, Nebraska",NEBRASKA,0.0854,0.1285,0.0528,0.01,Very Low Vulnerability,0.12,Very Low Concern,0.516,0.0335,0.005,0.0024,0.0034,0.0022,0.9358,POINT (-99.810595 41.527099),NE
34017,"Hudson County, New Jersey",NEW JERSEY,0.0466,0.1065,0.0307,0.64,High Vulnerability,0.31,Low Concern,0.579,0.4308,0.0016,0.1495,0.1054,0.0007,0.2879,POINT (-74.655514 40.110253),NJ
31167,"Stanton County, Nebraska",NEBRASKA,0.0848,0.1288,0.0521,0.06,Very Low Vulnerability,0.21,Low Concern,0.249,0.0554,0,0.0049,0.0146,0,0.9181,POINT (-99.810595 41.527099),NE
31113,"Logan County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.11,Very Low Vulnerability,0.36,Low Concern,0.159,0.0475,0.0065,0,0,0,0.9439,POINT (-99.810595 41.527099),NE
31177,"Washington County, Nebraska",NEBRASKA,0.0854,0.1285,0.0528,0.04,Very Low Vulnerability,0.11,Very Low Concern,0.521,0.0291,0.0005,0.0026,0.0086,0.0007,0.945,POINT (-99.810595 41.527099),NE
31001,"Adams County, Nebraska",NEBRASKA,0.0893,0.135,0.0549,0.36,Low Vulnerability,0.23,Low Concern,0.378,0.103,0.0028,0.0125,0.006,0.0002,0.8589,POINT (-99.810595 41.527099),NE
31089,"Holt County, Nebraska",NEBRASKA,0.0842,0.1287,0.0516,0.1,Very Low Vulnerability,0.14,Very Low Concern,0.407,0.0487,0.0062,0.0056,0.0014,0.0004,0.9327,POINT (-99.810595 41.527099),NE
34025,"Monmouth County, New Jersey",NEW JERSEY,0.044,0.0935,0.03,0.16,Very Low Vulnerability,0.08,Very Low Concern,0.596,0.108,0.0007,0.0538,0.0671,0.0004,0.7524,POINT (-74.655514 40.110253),NJ
32015,"Lander County, Nevada",NEVADA,0.139,0.2226,0.0755,0.83,Very High Vulnerability,0.84,Very High Concern,0.349,0.3117,0.0317,0.0011,0.0007,0,0.6408,POINT (-114.916992 39.283294),NV
33011,"Hillsborough County, New Hampshire",NEW HAMPSHIRE,0.1012,0.1258,0.0662,0.19,Very Low Vulnerability,0.06,Very Low Concern,0.563,0.0677,0.0011,0.0402,0.0234,0.0003,0.8445,POINT (-71.57139 43.680429),NH
31137,"Phelps County, Nebraska",NEBRASKA,0.0893,0.135,0.0549,0.12,Very Low Vulnerability,0.08,Very Low Concern,0.348,0.057,0.0021,0.0015,0.0036,0,0.9219,POINT (-99.810595 41.527099),NE
31175,"Valley County, Nebraska",NEBRASKA,0.0903,0.138,0.0558,0.15,Very Low Vulnerability,0.19,Very Low Concern,0.3,0.034,0.0045,0,0.0048,0,0.9475,POINT (-99.810595 41.527099),NE
31009,"Blaine County, Nebraska",NEBRASKA,0.0903,0.138,0.0558,0.09,Very Low Vulnerability,0.22,Low Concern,0.211,0,0,0,0,0,1,POINT (-99.810595 41.527099),NE
34001,"Atlantic County, New Jersey",NEW JERSEY,0.0538,0.121,0.0363,0.79,High Vulnerability,0.29,Low Concern,0.569,0.1885,0.0024,0.0785,0.1401,0.0004,0.564,POINT (-74.655514 40.110253),NJ
31065,"Furnas County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.18,Very Low Vulnerability,0.23,Low Concern,0.385,0.043,0.0008,0.0029,0.0013,0,0.9336,POINT (-99.810595 41.527099),NE
34011,"Cumberland County, New Jersey",NEW JERSEY,0.0634,0.1411,0.0429,0.96,Very High Vulnerability,0.47,Moderate Concern,0.418,0.3071,0.0061,0.0132,0.181,0.0001,0.4641,POINT (-74.655514 40.110253),NJ
31129,"Nuckolls County, Nebraska",NEBRASKA,0.0893,0.135,0.0549,0.17,Very Low Vulnerability,0.21,Low Concern,0.446,0.028,0.0009,0.0177,0.0014,0.0012,0.946,POINT (-99.810595 41.527099),NE
33019,"Sullivan County, New Hampshire",NEW HAMPSHIRE,0.1083,0.1358,0.0704,0.15,Very Low Vulnerability,0.15,Very Low Concern,0.596,0.0156,0.0032,0.008,0.0065,0,0.9501,POINT (-71.57139 43.680429),NH
32007,"Elko County, Nevada",NEVADA,0.139,0.2226,0.0755,0.52,Moderate Vulnerability,0.71,High Concern,0.344,0.2438,0.061,0.0112,0.0049,0.0015,0.6674,POINT (-114.916992 39.283294),NV
30099,"Teton County, Montana",MONTANA,0.267,0.3233,0.1824,0.3,Low Vulnerability,0.18,Very Low Concern,0.379,0.0163,0.0099,0.0026,0.0053,0,0.9361,POINT (-109.645127 47.033521),MT
31047,"Dawson County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.79,High Vulnerability,0.46,Moderate Concern,0.374,0.3326,0.004,0.0063,0.0615,0.0022,0.5879,POINT (-99.810595 41.527099),NE
31051,"Dixon County, Nebraska",NEBRASKA,0.0848,0.1288,0.0521,0.38,Low Vulnerability,0.33,Low Concern,0.431,0.1374,0.0038,0.0038,0.0044,0,0.8425,POINT (-99.810595 41.527099),NE
34039,"Union County, New Jersey",NEW JERSEY,0.0504,0.1123,0.034,0.62,High Vulnerability,0.22,Low Concern,0.544,0.3159,0.0008,0.0504,0.2007,0,0.395,POINT (-74.655514 40.110253),NJ
31073,"Gosper County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.01,Very Low Vulnerability,0.11,Very Low Concern,0.359,0.0502,0.002,0.0035,0.0025,0.003,0.926,POINT (-99.810595 41.527099),NE
31111,"Lincoln County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.37,Low Vulnerability,0.18,Very Low Concern,0.259,0.0864,0.0034,0.0086,0.0124,0.0003,0.8773,POINT (-99.810595 41.527099),NE
31017,"Brown County, Nebraska",NEBRASKA,0.0842,0.1287,0.0516,0.13,Very Low Vulnerability,0.17,Very Low Concern,0.354,0.0179,0.0036,0.0046,0.0003,0,0.9556,POINT (-99.810595 41.527099),NE
34041,"Warren County, New Jersey",NEW JERSEY,0.0514,0.1088,0.0348,0.22,Low Vulnerability,0.11,Very Low Concern,0.627,0.0927,0.0012,0.0266,0.0436,0,0.8168,POINT (-74.655514 40.110253),NJ
31027,"Cedar County, Nebraska",NEBRASKA,0.0848,0.1288,0.0521,0.01,Very Low Vulnerability,0.16,Very Low Concern,0.423,0.0206,0.008,0.0002,0.0015,0,0.9643,POINT (-99.810595 41.527099),NE
31071,"Garfield County, Nebraska",NEBRASKA,0.0903,0.138,0.0558,0.04,Very Low Vulnerability,0.11,Very Low Concern,0.266,0.0185,0,0.002,0.0035,0,0.9705,POINT (-99.810595 41.527099),NE
31101,"Keith County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.23,Low Vulnerability,0.2,Very Low Concern,0.312,0.0724,0.005,0.0074,0.0121,0.0014,0.8969,POINT (-99.810595 41.527099),NE
32510,"Carson City, Nevada",NEVADA,0.1233,0.1958,0.0662,0.84,Very High Vulnerability,0.74,High Concern,0.562,0.2415,0.0201,0.0262,0.0196,0.0004,0.6698,POINT (-114.916992 39.283294),NV
31037,"Colfax County, Nebraska",NEBRASKA,0.0848,0.1288,0.0521,0.52,Moderate Vulnerability,0.57,Moderate Concern,0.434,0.4545,0.0012,0.0074,0.0374,0.0021,0.4894,POINT (-99.810595 41.527099),NE
31125,"Nance County, Nebraska",NEBRASKA,0.0848,0.1288,0.0521,0.08,Very Low Vulnerability,0.24,Low Concern,0.279,0.0279,0.0028,0,0.004,0,0.9644,POINT (-99.810595 41.527099),NE
31007,"Banner County, Nebraska",NEBRASKA,0.0842,0.1287,0.0516,0,Very Low Vulnerability,0.23,Low Concern,0.236,0.0609,0,0.0139,0,0,0.903,POINT (-99.810595 41.527099),NE
31091,"Hooker County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.15,Very Low Vulnerability,0.28,Low Concern,0.41,0.0649,0.0058,0,0.0101,0,0.9192,POINT (-99.810595 41.527099),NE
34031,"Passaic County, New Jersey",NEW JERSEY,0.0533,0.1198,0.0359,0.78,High Vulnerability,0.29,Low Concern,0.549,0.4154,0.0013,0.0511,0.1043,0.0002,0.413,POINT (-74.655514 40.110253),NJ
31081,"Hamilton County, Nebraska",NEBRASKA,0.0903,0.138,0.0558,0.01,Very Low Vulnerability,0.1,Very Low Concern,0.417,0.0353,0.0018,0.0036,0.0018,0.0007,0.9468,POINT (-99.810595 41.527099),NE
31155,"Saunders County, Nebraska",NEBRASKA,0.0854,0.1285,0.0528,0.04,Very Low Vulnerability,0.15,Very Low Concern,0.479,0.0228,0.0038,0.0042,0.0049,0,0.9526,POINT (-99.810595 41.527099),NE
32023,"Nye County, Nevada",NEVADA,0.139,0.2226,0.0755,0.73,High Vulnerability,0.92,Very High Concern,0.375,0.1468,0.0155,0.0163,0.0186,0.0053,0.763,POINT (-114.916992 39.283294),NV
31145,"Red Willow County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.24,Low Vulnerability,0.27,Low Concern,0.32,0.0526,0.0007,0.0007,0.0061,0,0.917,POINT (-99.810595 41.527099),NE
31135,"Perkins County, Nebraska",NEBRASKA,0.087,0.1318,0.0537,0.05,Very Low Vulnerability,0.1,Very Low Concern,0.384,0.0421,0.001,0,0.0014,0,0.9517,POINT (-99.810595 41.527099),NE
30109,"Wibaux County, Montana",MONTANA,0.2639,0.3131,0.1799,0.39,Low Vulnerability,0.45,Moderate Concern,0.247,0.049,0.0116,0.0071,0,0,0.9323,POINT (-109.645127 47.033521),MT
31061,"Franklin County, Nebraska",NEBRASKA,0.0893,0.135,0.0549,0.08,Very Low Vulnerability,0.14,Very Low Concern,0.347,0.0231,0.0003,0.002,0.005,0.001,0.9568,POINT (-99.810595 41.527099),NE
31179,"Wayne County, Nebraska",NEBRASKA,0.0848,0.1288,0.0521,0.08,Very Low Vulnerability,0.13,Very Low Concern,0.364,0.0597,0.0015,0.0046,0.0145,0,0.8993,POINT (-99.810595 41.527099),NE
32003,"Clark County, Nevada",NEVADA,0.1183,0.1979,0.0624,0.74,High Vulnerability,0.92,Very High Concern,0.446,0.3114,0.0046,0.0955,0.1123,0.0068,0.4277,POINT (-114.916992 39.283294),NV
34023,"Middlesex County, New Jersey",NEW JERSEY,0.041,0.0912,0.0279,0.47,Moderate Vulnerability,0.1,Very Low Concern,0.592,0.2116,0.0014,0.2394,0.0953,0.0003,0.4306,POINT (-74.655514 40.110253),NJ
31165,"Sioux County, Nebraska",NEBRASKA,0.0842,0.1287,0.0516,0.02,Very Low Vulnerability,0.54,Moderate Concern,0.215,0.0336,0.0049,0,0.0041,0,0.9262,POINT (-99.810595 41.527099),NE
31115,"Loup County, Nebraska",NEBRASKA,0.0903,0.138,0.0558,0,Very Low Vulnerability,0.24,Low Concern,0.232,0.0182,0.0033,0,0,0,0.9785,POINT (-99.810595 41.527099),NE
